# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Thu Nov  3 17:07:58 2022
#
# User preference: *
#
# CONSTRAINT:  where (sy_snum not null
# CONSTRAINT:  and sy_pnum not null
# CONSTRAINT:  and pl_orbper not null
# CONSTRAINT:  and pl_eqt not null
# CONSTRAINT:  and sy_dist not null)
# CONSTRAINT:  order by hostname asc
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN sy_snum:        Number of Stars
# COLUMN sy_pnum:        Number of Planets
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbperlim:   Orbital Period Limit Flag
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_radeerr1:    Planet Radius Upper Unc. [Earth Radius]
# COLUMN pl_radeerr2:    Planet Radius Lower Unc. [Earth Radius]
# COLUMN pl_radelim:     Planet Radius Limit Flag
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN pl_eqterr1:     Equilibrium Temperature Upper Unc. [K]
# COLUMN pl_eqterr2:     Equilibrium Temperature Lower Unc. [K]
# COLUMN pl_eqtlim:      Equilibrium Temperature Limit Flag
# COLUMN sy_dist:        Distance [pc]
# COLUMN sy_disterr1:    Distance [pc] Upper Unc
# COLUMN sy_disterr2:    Distance [pc] Lower Unc
#
pl_name,hostname,sy_snum,sy_pnum,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,sy_dist,sy_disterr1,sy_disterr2
HAT-P-50 b,HAT-P-50,1,1,3.12201090,0.00000650,-0.00000650,0,14.437,0.717,-0.717,0,1862,34,-34,0,515.4580000,16.6960000,-15.6970000
HAT-P-51 b,HAT-P-51,1,1,4.21802780,0.00000590,-0.00000590,0,14.493,0.605,-0.605,0,1192,21,-21,0,440.0890000,8.1890000,-7.9010000
HAT-P-52 b,HAT-P-52,1,1,2.75359530,0.00000940,-0.00000940,0,11.310,0.807,-0.807,0,1218,37,-37,0,361.1550000,4.2875000,-4.2875000
HAT-P-53 b,HAT-P-53,1,1,1.96162410,0.00000390,-0.00000390,0,14.773,1.020,-1.020,0,1778,48,-48,0,666.8020000,15.2760000,-14.6190000
HAT-P-54 b,HAT-P-54,1,1,3.79984700,0.00001400,-0.00001400,0,10.581,0.314,-0.314,0,818,12,-12,0,143.6510000,0.5830000,-0.5790000
HAT-P-55 b,HAT-P-55,1,1,3.58524670,0.00000640,-0.00000640,0,13.249,0.616,-0.616,0,1313,26,-26,0,511.3880000,3.6340000,-3.5850000
HAT-P-56 b,HAT-P-56,1,1,2.79083000,0.00000500,-0.00000500,0,16.926,1.233,-1.233,0,1840,21,-21,0,320.6390000,5.6520000,-5.4630000
HAT-P-57 b,HAT-P-57,3,1,2.46530000,0.00000300,-0.00000300,0,19.504,4.035,-4.035,0,2200,76,-76,0,279.8600000,3.2490000,-3.1760000
HAT-P-58 b,HAT-P-58,1,1,4.01383790,0.00000240,-0.00000240,0,14.930,0.482,-0.482,0,1622,18,-18,0,515.5900000,12.7770000,-12.1840000
HAT-P-59 b,HAT-P-59,1,1,4.14197710,0.00000120,-0.00000120,0,12.588,0.146,-0.146,0,1278,6,-6,0,265.4710000,1.3740000,-1.3600000
HAT-P-6 b,HAT-P-6,1,1,3.85298000,0.00000500,-0.00000500,0,16.589,1.681,-1.681,0,1675,32,-31,0,275.3580000,3.6360000,-3.5450000
HAT-P-60 b,HAT-P-60,1,1,4.79478130,0.00000240,-0.00000240,0,18.282,0.269,-0.269,0,1772,12,-12,0,233.2200000,2.6870000,-2.6270000
HAT-P-61 b,HAT-P-61,1,1,1.90231289,0.00000077,-0.00000077,0,10.077,0.303,-0.303,0,1505,16,-16,0,338.8400000,4.1490000,-4.0510000
HAT-P-62 b,HAT-P-62,1,1,2.64532350,0.00000390,-0.00000390,0,12.027,0.325,-0.325,0,1512,13,-13,0,348.8150000,4.9510000,-4.8160000
HAT-P-63 b,HAT-P-63,1,1,3.37772800,0.00001300,-0.00001300,0,12.543,0.370,-0.370,0,1237,11,-11,0,4483.0500000,3720.2300000,-2222.7300000
HAT-P-64 b,HAT-P-64,1,1,4.00723200,0.00000170,-0.00000170,0,19.089,0.785,-0.785,0,1766,22,-16,0,651.8970000,15.4130000,-14.7280000
HAT-P-65 b,HAT-P-65,1,1,2.60545520,0.00000310,-0.00000310,0,21.185,1.457,-1.457,0,1930,45,-45,0,738.5190000,19.9240000,-18.9220000
HAT-P-66 b,HAT-P-66,1,1,2.97208600,0.00000570,-0.00000570,0,17.822,1.793,-1.121,0,1896,66,-42,0,935.4560000,24.3610000,-23.1770000
HAT-P-67 b,HAT-P-67,2,1,4.81010250,0.00000043,-0.00000033,0,23.371,1.076,-0.796,0,1903,25,-25,0,371.6860000,3.5630000,-3.4970000
HAT-P-68 b,HAT-P-68,1,1,2.29840551,0.00000052,-0.00000052,0,12.016,0.135,-0.135,0,1028,8,-8,0,202.1520000,0.9530000,-0.9430000
HAT-P-69 b,HAT-P-69,1,1,4.78694910,0.00000180,-0.00000210,0,18.786,0.572,-0.370,0,1930,80,-230,0,341.2630000,5.1160000,-4.9690000
HAT-P-7 b,HAT-P-7,2,1,2.20474000,0.00001700,-0.00001700,0,16.926,2.354,-2.354,0,2733,21,-21,0,341.0790000,2.4310000,-2.3970000
HAT-P-70 b,HAT-P-70,1,1,2.74432452,0.00000079,-0.00000068,0,20.961,1.681,-1.121,0,2562,43,-52,0,330.7390000,6.8180000,-6.5520000
HAT-P-8 b,HAT-P-8,3,1,3.07634000,0.00000400,-0.00000400,0,15.693,1.457,-1.457,0,1700,35,-35,0,211.5530000,1.7090000,-1.6820000
HAT-P-9 b,HAT-P-9,1,1,3.92281072,0.00000102,-0.00000102,0,15.614,0.751,-0.729,0,1540,32,-30,0,455.2030000,8.9680000,-8.6350000
HATS-1 b,HATS-1,1,1,3.44645900,0.00000400,-0.00000400,0,14.594,1.816,-1.098,0,1359,89,-59,0,283.9710000,3.7780000,-3.6820000
HATS-10 b,HATS-10,1,1,3.31284600,0.00000580,-0.00000580,0,10.862,0.684,-0.504,0,1407,39,-39,0,534.8890000,7.7240000,-7.5120000
HATS-11 b,HATS-11,1,1,3.61918800,0.00002800,-0.00002900,0,18.030,0.720,-0.720,0,1596,95,-94,0,944.6030000,32.2620000,-30.2330000
HATS-12 b,HATS-12,1,1,3.14270200,0.00005300,-0.00005300,0,7.760,0.470,-0.470,0,1446,47,-47,0,746.1380000,,
HATS-13 b,HATS-13,1,1,3.04404990,0.00000270,-0.00000270,0,13.585,0.392,-0.392,0,1244,20,-20,0,421.8550000,8.5010000,-8.1770000
HATS-14 b,HATS-14,1,1,2.76676410,0.00000270,-0.00000270,0,11.646,0.359,-0.247,0,1276,20,-20,0,513.0110000,9.2870000,-8.9680000
HATS-15 b,HATS-15,1,1,1.74748753,0.00000094,-0.00000094,0,12.386,0.448,-0.448,0,1505,30,-30,0,1139.5500000,99.7000000,-85.1100000
HATS-16 b,HATS-16,1,1,2.68650200,0.00001100,-0.00001100,0,14.572,1.681,-1.681,0,1592,61,-82,0,757.0440000,13.7350000,-13.2620000
HATS-17 b,HATS-17,1,1,16.25461100,0.00007300,-0.00007300,0,8.709,0.628,-0.628,0,814,25,-25,0,400.3310000,10.2280000,-9.7400000
HATS-18 b,HATS-18,1,1,0.83784000,0.00000047,-0.00000047,0,14.897,0.841,-0.841,0,2069,45,-45,0,624.3680000,16.1470000,-15.3660000
HATS-2 b,HATS-2,1,1,1.35413300,0.00000100,-0.00000100,0,13.092,0.336,-0.336,0,1577,31,-31,0,341.9250000,3.6740000,-3.5980000
HATS-22 b,HATS-22,1,1,4.72281240,0.00000520,-0.00000520,0,10.682,0.538,-0.325,0,858,24,-17,0,229.5180000,1.6120000,-1.5900000
HATS-23 b,HATS-23,1,1,2.16051560,0.00000450,-0.00000450,0,20.849,3.363,-4.484,0,1654,54,-54,0,639.0040000,9.6090000,-9.3340000
HATS-24 b,HATS-24,1,1,1.34849780,0.00000090,-0.00000090,0,15.637,0.639,-0.639,0,2166,53,-53,0,494.1820000,12.4680000,-11.8800000
HATS-25 b,HATS-25,1,1,4.29864320,0.00000450,-0.00000450,0,14.123,1.121,-1.121,0,1277,42,-42,0,471.1580000,9.1250000,-8.7900000
HATS-26 b,HATS-26,1,1,3.30238810,0.00000760,-0.00000760,0,19.616,2.354,-2.354,0,1918,61,-61,0,861.8430000,25.2180000,-23.8470000
HATS-27 b,HATS-27,1,1,4.63703800,0.00001400,-0.00001400,0,16.814,2.242,-1.233,0,1659,66,-46,0,816.9880000,41.0720000,-37.3810000
HATS-28 b,HATS-28,1,1,3.18107810,0.00000390,-0.00000390,0,13.384,0.785,-0.785,0,1253,35,-35,0,535.3830000,7.9260000,-7.7030000
HATS-29 b,HATS-29,1,1,4.60587490,0.00000630,-0.00000630,0,14.022,0.684,-0.684,0,1212,30,-30,0,353.8910000,4.9860000,-4.8520000
HATS-3 b,HATS-3,1,1,3.54785100,0.00000500,-0.00000500,0,15.480,0.392,-0.392,0,1648,24,-24,0,411.2110000,7.8960000,-7.6080000
HATS-30 b,HATS-30,2,1,3.17435160,0.00000260,-0.00000260,0,13.171,0.583,-0.583,0,1414,32,-32,0,342.1400000,2.9360000,-2.8880000
HATS-31 b,HATS-31,1,1,3.37796000,0.00001200,-0.00001200,0,18.383,2.466,-2.466,0,1823,81,-81,0,773.9740000,20.3170000,-19.3210000
HATS-32 b,HATS-32,1,1,2.81265480,0.00000550,-0.00000550,0,14.000,1.614,-1.076,0,1437,58,-58,0,745.1160000,17.5030000,-16.7310000
HATS-33 b,HATS-33,1,1,2.54955510,0.00000610,-0.00000610,0,13.787,1.255,-0.908,0,1429,38,-38,0,248.4600000,2.1640000,-2.1270000
HATS-34 b,HATS-34,1,1,2.10616070,0.00000470,-0.00000470,0,16.029,2.130,-2.130,0,1445,42,-42,0,508.8420000,3.8960000,-3.8960000
HATS-35 b,HATS-35,1,1,1.82099930,0.00000160,-0.00000160,0,16.410,0.773,-0.493,0,2037,43,-43,0,514.5550000,10.1990000,-9.8170000
HATS-36 b,HATS-36,1,1,4.17518600,0.00003300,-0.00003300,0,12.920,0.380,-0.380,0,1203,25,-24,0,856.4360000,21.8740000,-20.8290000
HATS-37 A b,HATS-37 A,2,1,4.33153660,0.00000410,-0.00000410,0,6.793,0.179,-0.179,0,1085,16,-12,0,211.8960000,2.8030000,-2.7330000
HATS-38 b,HATS-38,1,1,4.37502100,0.00001000,-0.00001000,0,6.882,0.191,-0.191,0,1294,10,-10,0,343.5250000,5.1220000,-4.9760000
HATS-39 b,HATS-39,1,1,4.57763480,0.00000730,-0.00000730,0,17.598,1.345,-1.345,0,1645,43,-43,0,878.5210000,79.9230000,-67.7870000
HATS-4 b,HATS-4,1,1,2.51672900,0.00000200,-0.00000200,0,11.433,0.415,-0.415,0,1315,21,-21,0,416.4590000,2.7260000,-2.6910000
HATS-40 b,HATS-40,1,1,3.26427360,0.00000580,-0.00000580,0,17.710,1.793,-1.345,0,2101,69,-69,0,1342.2900000,31.8000000,-30.3900000
HATS-41 b,HATS-41,1,1,4.19364900,0.00001300,-0.00001300,0,14.908,3.251,-2.242,0,1710,170,-120,0,737.6680000,14.2030000,-13.6850000
HATS-42 b,HATS-42,1,1,2.29210200,0.00000210,-0.00000210,0,15.693,2.802,-1.569,0,1856,105,-76,0,800.3770000,10.5330000,-10.2690000
HATS-43 b,HATS-43,1,1,4.38884970,0.00000590,-0.00000590,0,13.227,0.560,-0.560,0,1003,27,-27,0,362.2730000,2.2590000,-2.2320000
HATS-44 b,HATS-44,1,1,2.74390040,0.00000320,-0.00000320,0,11.960,1.401,-0.796,0,1161,34,-34,0,446.0350000,3.2410000,-3.1960000
HATS-45 b,HATS-45,1,1,4.18762440,0.00000560,-0.00000560,0,14.415,1.042,-1.042,0,1518,45,-45,0,772.1100000,11.3030000,-10.9870000
HATS-46 b,HATS-46,1,1,4.74237290,0.00000490,-0.00000490,0,10.122,0.650,-0.504,0,1054,29,-29,0,453.8080000,3.9270000,-3.8610000
HATS-47 b,HATS-47,1,1,3.92280380,0.00000220,-0.00000220,0,12.520,0.157,-0.157,0,853,5,-5,0,300.6700000,3.8530000,-3.7590000
HATS-48 A b,HATS-48 A,2,1,3.13166660,0.00000370,-0.00000370,0,8.967,0.168,-0.168,0,955,5,-5,0,263.6090000,1.6690000,-1.6490000
HATS-49 b,HATS-49,1,1,4.14804670,0.00000370,-0.00000370,0,8.575,0.146,-0.146,0,835,4,-4,0,324.4130000,2.3870000,-2.3530000
HATS-5 b,HATS-5,1,1,4.76338700,0.00001000,-0.00001000,0,10.223,0.280,-0.280,0,1025,17,-17,0,246.3840000,1.7420000,-1.7190000
HATS-51 b,HATS-51,1,1,3.34887020,0.00000390,-0.00000390,0,15.805,2.130,-2.130,0,1553,92,-92,0,389.5700000,3.9490000,-3.8720000
HATS-52 b,HATS-52,1,1,1.36665436,0.00000094,-0.00000094,0,15.491,0.964,-0.964,0,1834,73,-73,0,555.1340000,6.0570000,-6.0570000
HATS-53 b,HATS-53,1,1,3.85377680,0.00000380,-0.00000380,0,15.020,0.628,-0.628,0,1312,25,-25,0,585.7700000,8.5010000,-8.2650000
HATS-54 b,HATS-54,1,1,2.54418280,0.00000430,-0.00000430,0,11.960,0.583,-0.583,0,1625,22,-22,0,748.5850000,22.6650000,-21.3920000
HATS-55 b,HATS-55,1,1,4.20420010,0.00000330,-0.00000330,0,14.022,0.291,-0.291,0,1367,10,-10,0,609.8380000,6.0990000,-5.9820000
HATS-56 b,HATS-56,1,1,4.32479900,0.00002700,-0.00002700,0,18.921,0.437,-0.616,0,1902,16,-16,0,564.4090000,11.5130000,-11.0700000
HATS-57 b,HATS-57,1,1,2.35062100,0.00000130,-0.00000130,0,12.767,0.314,-0.314,0,1413,10,-10,0,279.4850000,3.1180000,-3.0500000
HATS-58 A b,HATS-58 A,2,1,4.21808960,0.00000890,-0.00000890,0,12.274,0.695,-0.695,0,1721,34,-34,0,403.5910000,,
HATS-59 b,HATS-59,1,2,5.41608100,0.00001600,-0.00001600,0,12.621,0.863,-0.863,0,1128,40,-40,0,642.8840000,13.9400000,-13.3710000
HATS-59 c,HATS-59,1,2,1422.00000000,14.00000000,-14.00000000,0,12.300,,,0,176,6,-6,0,642.8840000,13.9400000,-13.3710000
HATS-6 b,HATS-6,1,1,3.32527250,0.00000210,-0.00000210,0,11.187,0.213,-0.213,0,713,5,-5,0,169.3180000,1.0650000,-1.0510000
HATS-60 b,HATS-60,1,1,3.56082900,0.00003200,-0.00003200,0,12.924,0.594,-0.594,0,1528,11,-11,0,486.4740000,8.5840000,-8.2960000
HATS-61 b,HATS-61,1,1,7.81795300,0.00002400,-0.00002400,0,13.395,0.751,-0.751,0,1226,7,-7,0,679.7610000,8.7320000,-8.5180000
HATS-62 b,HATS-62,1,1,3.27688370,0.00000330,-0.00000330,0,11.825,0.280,-0.280,0,1237,12,-12,0,523.0670000,10.4260000,-10.0330000
HATS-63 b,HATS-63,1,1,3.05665270,0.00000490,-0.00000490,0,13.529,0.437,-0.437,0,1398,9,-9,0,623.2320000,6.0920000,-5.9770000
HATS-64 b,HATS-64,1,1,4.90889700,0.00001300,-0.00001300,0,18.820,0.908,-0.908,0,1793,27,-27,0,1080.1500000,42.2500000,-39.2400000
HATS-65 b,HATS-65,2,1,3.10516100,0.00000160,-0.00000160,0,16.825,0.560,-0.560,0,1634,18,-18,0,493.3200000,12.6190000,-12.0150000
HATS-66 b,HATS-66,1,1,3.14143910,0.00000740,-0.00000740,0,15.816,0.942,-0.942,0,1998,21,-21,0,1477.9800000,36.6000000,-34.9000000
HATS-67 b,HATS-67,1,1,1.60917880,0.00000400,-0.00000400,0,18.887,0.527,-0.527,0,2193,22,-22,0,960.1090000,24.0250000,-22.9000000
HATS-68 b,HATS-68,1,1,3.58622020,0.00000470,-0.00000470,0,13.809,0.437,-0.325,0,1741,12,-12,0,603.9550000,10.3710000,-10.0340000
HATS-69 b,HATS-69,1,1,2.22525770,0.00000190,-0.00000190,0,10.593,0.247,-0.247,0,1296,7,-7,0,414.5370000,3.5450000,-3.4870000
HATS-7 b,HATS-7,1,1,3.18531500,0.00000540,-0.00000540,0,6.311,0.516,-0.381,0,1084,32,-32,0,240.7070000,1.6490000,-1.6280000
HATS-70 b,HATS-70,1,1,1.88823780,0.00000150,-0.00000150,0,15.513,0.886,-0.829,0,2730,140,-160,0,1458.8300000,68.6000000,-62.8100000
HATS-71 b,HATS-71,1,1,3.79552020,0.00000100,-0.00000100,0,11.478,0.202,-0.202,0,587,2,-2,0,140.2250000,0.8650000,-0.8550000
HATS-72 b,HATS-72,1,1,7.32794740,0.00000160,-0.00000160,0,8.097,0.036,-0.036,0,739,2,-2,0,127.5890000,0.6140000,-0.6090000
HATS-74 A b,HATS-74 A,2,1,1.73185606,0.00000055,-0.00000055,0,11.568,0.235,-0.235,0,895,6,-6,0,299.3890000,7.1880000,-6.8650000
HATS-75 b,HATS-75,1,1,2.78865560,0.00000110,-0.00000110,0,9.909,0.146,-0.146,0,772,2,-2,0,194.9640000,1.1250000,-1.1110000
HATS-76 b,HATS-76,1,1,1.94164230,0.00000140,-0.00000140,0,12.094,0.347,-0.347,0,940,7,-7,0,385.6890000,5.7415000,-5.7415000
HATS-77 b,HATS-77,1,1,3.08762620,0.00000160,-0.00000160,0,13.058,0.235,-0.235,0,828,6,-6,0,436.1760000,10.9100000,-10.4000000
HATS-8 b,HATS-8,1,1,3.58389300,0.00001000,-0.00001000,0,9.785,1.379,-0.841,0,1324,79,-38,0,794.6370000,19.4120000,-18.5240000
HATS-9 b,HATS-9,1,1,1.91529100,0.00001900,-0.00001800,0,13.850,0.350,-0.350,0,1746,36,-36,0,638.7000000,12.6330000,-12.1600000
HD 106315 b,HD 106315,1,2,9.55237000,0.00089000,-0.00089000,0,2.440,0.170,-0.170,0,1153,25,-25,0,109.3530000,0.6910000,-0.6810000
HD 106315 c,HD 106315,1,2,21.05704000,0.00046000,-0.00046000,0,4.350,0.230,-0.230,0,886,20,-20,0,109.3530000,0.6910000,-0.6810000
HD 108147 b,HD 108147,1,1,10.89850000,0.00450000,-0.00450000,0,10.900,,,0,890,,,0,38.9200000,0.0488000,-0.0487000
HD 108236 b,HD 108236,1,5,3.79596300,0.00002500,-0.00003400,0,1.615,0.051,-0.051,0,1099,19,-18,0,64.5978000,0.1943000,-0.1932000
HD 108236 c,HD 108236,1,5,6.20344900,0.00004900,-0.00004600,0,2.071,0.052,-0.052,0,932,17,-16,0,64.5978000,0.1943000,-0.1932000
HD 108236 d,HD 108236,1,5,14.17568500,0.00008300,-0.00010000,0,2.539,0.062,-0.065,0,708,13,-12,0,64.5978000,0.1943000,-0.1932000
HD 108236 e,HD 108236,1,5,19.59002500,0.00008300,-0.00008900,0,3.083,0.052,-0.052,0,636,12,-11,0,64.5978000,0.1943000,-0.1932000
HD 109286 b,HD 109286,1,1,520.10000000,2.30000000,-2.30000000,0,13.200,,,0,259,6,-6,0,55.4156000,0.1570000,-0.1562000
HD 110082 b,HD 110082,2,1,10.18271000,0.00004000,-0.00004000,0,3.200,0.100,-0.100,0,957,,,0,105.0960000,0.2660000,-0.2660000
HD 110113 b,HD 110113,1,2,2.54100000,0.00050000,-0.00100000,0,2.050,0.120,-0.120,0,1371,14,-14,0,106.3070000,0.7240000,-0.7150000
HD 110113 c,HD 110113,1,2,6.74400000,0.00800000,-0.00900000,0,3.230,,,0,990,10,-10,0,106.3070000,0.7240000,-0.7150000
HD 115954 b,HD 115954,1,1,3700.00000000,1500.00000000,-390.00000000,0,12.600,,,0,145,8,-13,0,87.6437000,0.2763000,-0.2747000
HD 118203 b,HD 118203,1,1,6.13350000,0.00060000,-0.00060000,0,13.138,0.760,-0.760,0,1509,,,0,92.2589000,0.2364000,-0.2352000
HD 130322 b,HD 130322,1,1,10.70871000,0.00018000,-0.00018000,0,13.700,,,0,720,,,0,31.8766000,0.0729000,-0.0727000
HD 136352 b,HD 136352,1,3,11.57797000,0.00008000,-0.00013000,0,1.664,0.043,-0.043,0,905,14,-14,0,14.6820000,0.0199000,-0.0198000
HD 136352 c,HD 136352,1,3,27.59221000,0.00011000,-0.00011000,0,2.916,0.075,-0.073,0,677,11,-11,0,14.6820000,0.0199000,-0.0198000
HD 136352 d,HD 136352,1,3,107.24500000,0.05000000,-0.05000000,0,2.562,0.088,-0.079,0,431,7,-7,0,14.6820000,0.0199000,-0.0198000
HD 137496 b,HD 137496,1,2,1.62116000,0.00007910,-0.00008060,0,1.310,0.060,-0.050,0,2130,30,-29,0,155.3170000,1.7390000,-1.7020000
HD 137496 c,HD 137496,1,2,479.90000000,1.10000000,-1.00000000,0,12.600,,,0,370,5,-5,0,155.3170000,1.7390000,-1.7020000
HD 1397 b,HD 1397,1,1,11.53533000,0.00079000,-0.00080000,0,11.500,0.280,-0.303,0,1228,10,-10,0,79.5702000,0.1738000,-0.1731000
HD 149026 b,HD 149026,1,1,2.87589000,0.00000200,-0.00000200,0,8.295,0.224,-0.224,0,1626,69,-37,0,75.8643000,0.1740000,-0.1733000
HD 152843 c,HD 152843,1,2,24.38000000,6.23000000,-3.40000000,0,5.830,0.140,-0.140,0,1120,,,0,107.8980000,0.3180000,-0.3160000
HD 15337 b,HD 15337,1,2,4.75615000,0.00017000,-0.00017000,0,1.640,0.060,-0.060,0,1001,12,-12,0,44.8155000,0.0707000,-0.0704000
HD 15337 c,HD 15337,1,2,17.17840000,0.00160000,-0.00160000,0,2.390,0.120,-0.120,0,642,10,-10,0,44.8155000,0.0707000,-0.0704000
HD 158259 b,HD 158259,1,5,2.17800000,0.00009000,-0.00010000,0,1.292,0.071,-0.071,0,1478,,,0,27.0498000,0.0215000,-0.0215000
HD 160691 d,HD 160691,1,4,9.63920000,0.00060000,-0.00060000,0,3.170,,,0,900,,,0,15.5981000,0.0296000,-0.0294000
HD 164922 b,HD 164922,1,4,1207.00000000,4.00000000,-5.00000000,0,13.300,,,0,159,2,-2,0,22.0016000,0.0152000,-0.0151000
HD 164922 c,HD 164922,1,4,75.74000000,0.06000000,-0.05000000,0,3.660,,,0,400,4,-4,0,22.0016000,0.0152000,-0.0151000
HD 168746 b,HD 168746,1,1,6.40400000,0.00140000,-0.00140000,0,11.100,,,0,900,,,0,41.5681000,0.1000000,-0.0995000
HD 169830 b,HD 169830,1,2,225.67371788,0.05685374,-0.06499932,0,13.200,,,0,345,65,-65,0,37.6048000,0.1484000,-0.1473000
HD 17156 b,HD 17156,1,1,21.21663000,0.00045000,-0.00045000,0,12.330,0.336,-0.336,0,883,11,-11,0,78.0863000,0.2397000,-0.2383000
HD 183579 b,HD 183579,1,1,17.47127800,0.00005800,-0.00006000,0,3.550,0.150,-0.120,0,769,17,-13,0,57.2651000,0.1875000,-0.1864000
HD 189733 b,HD 189733,2,1,2.21857567,0.00000015,-0.00000015,0,12.666,0.112,-0.112,0,1209,11,-11,0,19.7638000,0.0128000,-0.0127000
HD 190360 b,HD 190360,2,2,2854.00000000,13.00000000,-13.00000000,0,13.400,,,0,150,26,-27,0,16.0069000,0.0159000,-0.0159000
HD 191939 b,HD 191939,1,5,8.88029000,0.00002000,-0.00002000,0,3.390,0.070,-0.070,0,893,36,-36,0,53.6089000,0.0733000,-0.0731000
HD 191939 c,HD 191939,1,5,28.58050000,0.00020000,-0.00020000,0,3.080,0.070,-0.070,0,605,24,-24,0,53.6089000,0.0733000,-0.0731000
HD 191939 d,HD 191939,1,5,38.35250000,0.00030000,-0.00030000,0,3.040,0.070,-0.070,0,549,22,-22,0,53.6089000,0.0733000,-0.0731000
HD 191939 e,HD 191939,1,5,101.50000000,0.40000000,-0.40000000,0,12.700,,,0,397,16,-16,0,53.6089000,0.0733000,-0.0731000
HD 192263 b,HD 192263,1,1,24.35560000,0.00460000,-0.00460000,0,14.200,,,0,486,,,0,19.6359000,0.0218000,-0.0217000
HD 192310 b,HD 192310,1,2,74.72000000,0.10000000,-0.10000000,0,4.270,,,0,355,,,0,8.7968700,0.0092500,-0.0092400
HD 192310 c,HD 192310,1,2,525.80000000,9.20000000,-9.20000000,0,5.250,,,0,185,,,0,8.7968700,0.0092500,-0.0092400
HD 202772 A b,HD 202772 A,2,1,3.30895800,0.00008300,-0.00008300,0,17.318,0.583,-0.673,0,2132,28,-30,0,161.4980000,2.4590000,-2.3880000
HD 206893 b,HD 206893,1,1,10600.00000000,3000.00000000,-2400.00000000,0,12.000,,,0,1500,300,-300,0,40.7583000,0.1072000,-0.1066000
HD 207897 b,HD 207897,1,1,16.20215900,0.00008500,-0.00008300,0,2.501,0.082,-0.078,0,632,8,-7,0,28.2938000,0.0312000,-0.0312000
HD 20794 b,HD 20794,1,4,18.31500000,0.00800000,-0.00800000,0,1.450,,,0,660,,,0,6.0027800,0.0085400,-0.0085100
HD 20794 c,HD 20794,1,4,40.11400000,0.05300000,-0.05300000,0,1.350,,,0,508,,,0,6.0027800,0.0085400,-0.0085100
HD 20794 d,HD 20794,1,4,90.30900000,0.18400000,-0.18400000,0,2.040,,,0,388,,,0,6.0027800,0.0085400,-0.0085100
HD 209458 b,HD 209458,1,1,3.52474859,0.00000038,-0.00000038,0,15.581,0.224,-0.224,0,1459,12,-12,0,48.3016000,0.1240000,-0.1234000
HD 211403 b,HD 211403,1,1,223.80000000,0.41000000,-0.41000000,0,12.800,,,0,380,13,-13,0,83.0919000,0.2375000,-0.2361000
HD 213885 b,HD 213885,1,2,1.00803500,0.00002100,-0.00002000,0,1.745,0.051,-0.052,0,2128,13,-14,0,48.0883000,0.0991000,-0.0987000
HD 213885 c,HD 213885,1,2,4.78503000,0.00056000,-0.00051000,0,4.710,,,0,1265,7,-8,0,48.0883000,0.0991000,-0.0987000
HD 219134 b,HD 219134,1,6,3.09292600,0.00001000,-0.00001000,0,1.602,0.055,-0.055,0,1015,8,-8,0,6.5312700,0.0038400,-0.0038500
HD 219134 c,HD 219134,1,6,6.76458000,0.00033000,-0.00033000,0,1.511,0.047,-0.047,0,782,6,-6,0,6.5312700,0.0038400,-0.0038500
HD 219134 d,HD 219134,1,6,46.85900000,0.02800000,-0.02800000,0,1.610,0.020,-0.020,-1,410,3,-3,0,6.5312700,0.0038400,-0.0038500
HD 219134 f,HD 219134,1,6,22.71700000,0.01500000,-0.01500000,0,1.310,0.020,-0.020,-1,523,4,-4,0,6.5312700,0.0038400,-0.0038500
HD 219666 b,HD 219666,1,1,6.03607000,0.00064000,-0.00063000,0,4.710,0.170,-0.170,0,1073,20,-20,0,94.1719000,0.2518000,-0.2506000
HD 221416 b,HD 221416,1,1,14.27670000,0.00370000,-0.00370000,0,9.170,0.340,-0.310,0,789,,,0,95.5483000,0.7364000,-0.7254000
HD 22496 b,HD 22496,1,1,5.09071000,0.00026000,-0.00026000,0,2.220,,,0,573,63,-69,0,13.5956000,0.0072000,-0.0072000
HD 23472 b,HD 23472,1,5,17.66708700,0.00004200,-0.00004200,0,2.000,0.110,-0.100,0,543,18,-18,0,39.0341000,0.0401000,-0.0400000
HD 23472 c,HD 23472,1,5,29.79749000,0.00013000,-0.00014000,0,1.870,0.120,-0.110,0,467,19,-18,0,39.0341000,0.0401000,-0.0400000
HD 23472 d,HD 23472,1,5,3.97664000,0.00003000,-0.00004400,0,0.750,0.067,-0.057,0,909,35,-32,0,39.0341000,0.0401000,-0.0400000
